OSEBuildingID,BuildingType,PrimaryPropertyType,ZipCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal(m2),PropertyGFAParking(m2),LargestPropertyUseType,SecondLargestPropertyUseType,ENERGYSTARScore,SourceEUIWN(GJ/m2),SteamUse(GJ),Electricity(kWh),NaturalGas(GJ),SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
21537,NonResidential,Hotel,98109.0,1961,1.0,3,2711.46812544,395.39533824,Hotel,,93.0,1058.432430101679,0.0,109034.5,575446.07743,977918.95839375,31.56
21546,NonResidential,Worship Facility,98109.0,1960,1.0,1,2539.78330752,0.0,Worship Facility,,60.5,884.6769148471448,0.0,162272.5,0.0,715414.458358125,3.86
21549,NonResidential,Laboratory,98119.0,1962,1.0,2,3197.35102464,0.0,Laboratory,Office,,7357.354801692883,0.0,1396626.625,7101136.72065,12804276.738899998,390.68
21550,NonResidential,Small- and Mid-Sized Office,98119.0,1930,1.0,3,4260.90502656,0.0,Office,,91.5,1181.6512549763806,0.0,153277.25,2420531.8402499994,3711571.571385,125.495
21557,NonResidential,K-12 School,98125.0,1999,1.0,2,4575.660526080001,0.0,K-12 School,,15.0,1625.1253388980272,0.0,614339.65625,1677830.2662,4345916.900845,99.07
21570,SPS-District K-12,K-12 School,98125.0,1950,1.0,1,3159.1678752000003,0.0,K-12 School,,,,,,,,
21578,SPS-District K-12,K-12 School,98116.0,1949,1.0,1,3829.5562118400003,0.0,K-12 School,,,,,,,,
21580,NonResidential,Small- and Mid-Sized Office,98102.0,1987,1.0,3,3082.1512550400003,0.0,Office,Parking,89.0,1165.7520288319627,0.0,251146.04690000002,602257.26215,1622711.9535625,36.29
21582,NonResidential,Retail Store,98102.0,1993,1.0,3,2340.59918976,349.68704256,Retail Store,Medical Office,,1992.510438840322,0.0,267190.75,804122.4194799999,1912511.0865925,46.835
21601,SPS-District K-12,K-12 School,98118.0,2000,1.0,2,7023.9343392,0.0,K-12 School,,83.0,876.7272889136188,0.0,457031.75,715213.0408099999,2587989.7765074996,46.875
21604,SPS-District K-12,K-12 School,98118.0,2008,1.0,2,2742.9622560000003,0.0,K-12 School,,66.0,1589.9199853955263,0.0,311514.95314999996,454084.10822,1799322.9309675,30.27
21611,NonResidential,Worship Facility,98108.0,1977,1.0,99,2039.0359219200002,0.0,Worship Facility,,67.0,522.9701007941085,0.0,94403.25,0.0,339838.09009187494,2.245
21613,NonResidential,Other,98112.0,1927,1.0,3,2897.7387206400003,0.0,Other - Recreation,Self-Storage Facility,,4598.275659915262,0.0,916048.25,2954461.30668,6402889.044639999,170.515
21616,SPS-District K-12,K-12 School,98125.0,1954,1.0,1,3929.0553676800005,0.0,K-12 School,,86.0,668.9020509985463,0.0,123315.5,746138.432,1564226.1531699998,40.495
21617,NonResidential,Other,98125.0,1947,1.0,1,3472.4369260800004,0.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Retail Store,,1881.2160398626352,0.0,312962.15625,1937461.0135899996,3684166.7835325,104.975
21622,NonResidential,Warehouse,98108.0,1977,1.0,1,2729.4913152000004,0.0,Non-Refrigerated Warehouse,Office,31.5,1043.6689133866976,0.0,248750.10155000002,0.0,907517.409273125,5.92
21656,NonResidential,Worship Facility,98122.0,1922,1.0,2,2107.78417152,0.0,Worship Facility,,88.0,476.40816705244515,0.0,67009.0,90983.09909999999,404601.481025439,6.175000000000001
21687,NonResidential,Other,98118.0,1962,1.0,2,2077.68358656,0.0,Adult Education,Parking,,1388.3408529074504,0.0,151790.10155000002,907503.5286399999,1659302.093775,49.295
21688,NonResidential,Non-Refrigerated Warehouse,18800,1952,1,1.0,2548.7949024,0.0,Non-Refrigerated Warehouse,Medical Office,49.0,1184.490389119667,0.0,182198.0,643468.43328,1569415.46578,36.72
21689,NonResidential,Small- and Mid-Sized Office,98118.0,1982,1.0,2,3833.3652364800005,0.0,Office,,85.0,1668.2803451355626,0.0,544227.4375,0.0,2010816.10426875,12.945
21716,NonResidential,Small- and Mid-Sized Office,98109.0,1953,1.0,2,4011.83197632,0.0,Office,Data Center,,6485.169985440023,0.0,1935134.375,920706.5494799999,8087630.217604999,92.375
21723,NonResidential,Worship Facility,98115.0,1908,1.0,3,4243.8108672,0.0,Worship Facility,,80.0,904.5508972890348,0.0,147594.20315000002,1613524.3591999998,2580569.5395275,84.735
21741,NonResidential,Senior Care Community,98109.0,2006,1.0,14,67275.55060992,0.0,Senior Care Community,,10.0,1411.6218241221704,0.0,6834231.0,14783309.75414,41706336.10944,906.73
21768,NonResidential,Worship Facility,98106.0,1957,1.0,1,2188.98142848,0.0,Worship Facility,Office,95.5,576.3460033936553,0.0,158632.10155000002,0.0,571053.4340318749,3.775
21772,NonResidential,Small- and Mid-Sized Office,98107.0,1999,1.0,4,2679.6952857600004,0.0,Office,Other,,1731.3093330200281,0.0,269291.15625,0.0,1049691.953631875,6.404999999999999
21774,SPS-District K-12,K-12 School,98126.0,1988,1.0,2,5065.8169651200005,0.0,K-12 School,,76.0,1334.9649506486007,0.0,570530.5625,0.0,2126546.0313162496,13.57
21783,NonResidential,Warehouse,98108.0,1989,1.0,1,1960.3470470400002,0.0,Non-Refrigerated Warehouse,Office,,646.7567326007545,0.0,58594.550780000005,442356.06126,787696.78381125,23.66
21784,NonResidential,Refrigerated Warehouse,98108.0,1914,1.0,2,4235.82120576,0.0,Refrigerated Warehouse,,79.0,1001.6495907991815,0.0,384538.45314999996,0.0,1351770.9629725,9.145
21785,NonResidential,Other,98108.0,1950,1.0,1,2476.7950464,0.0,Manufacturing/Industrial Plant,,,3008.3557437948202,0.0,659211.84375,0.0,2373073.395095,15.68
21786,NonResidential,Warehouse,98108.0,1975,1.0,1,2612.9909030400004,0.0,Non-Refrigerated Warehouse,Office,46.0,923.2892659806018,0.0,171681.04690000002,279934.32203000004,1023443.8742162499,18.174999999999997
21787,NonResidential,Warehouse,98108.0,1964,1.0,1,3251.6064,0.0,Non-Refrigerated Warehouse,,51.0,396.91216778266886,0.0,114121.89845000001,0.0,410823.697375439,2.715
21792,NonResidential,Warehouse,98108.0,1962,1.0,1,2429.4144960000003,0.0,Non-Refrigerated Warehouse,,16.5,1028.3375248937493,0.0,185385.29690000002,367334.9649,1085394.9532375,22.9
21793,NonResidential,Small- and Mid-Sized Office,98108.0,1967,1.0,2,2229.6729600000003,0.0,Office,,75.0,1619.4470884412717,0.0,310615.25,0.0,1149767.3290175,7.390000000000001
21794,NonResidential,K-12 School,98102.0,1968,1.0,5,4050.01512576,0.0,K-12 School,,36.0,1654.6524243410872,0.0,403318.40625,1324553.9758,3086082.6793299997,76.27000000000001
21795,NonResidential,Other,98102.0,1999,1.0,2,7966.4356800000005,6098.155545600001,Parking,K-12 School,,2066.8959634114985,0.0,193517.35155000002,1222732.77285,2212680.008715,66.155
21796,NonResidential,K-12 School,18789,1905,1,1.0,7792.892801280001,0.0,K-12 School,,72.0,838.1149637299274,0.0,444200.0,1080332.90724,3035112.2032,64.95
21822,NonResidential,Distribution Center,98103.0,1912,1.0,1,2608.7173632000004,0.0,Distribution Center,Office,,738.1771273887173,0.0,140914.04690000002,236703.76606,795633.47266125,15.27
21879,NonResidential,Senior Care Community,98133.0,1954,1.0,2,4765.74014592,0.0,Senior Care Community,,83.0,2408.160914670467,0.0,609541.0625,4111180.03039,6539218.886305,221.45
21883,NonResidential,Worship Facility,98133.0,1962,1.0,1,2048.2333228800003,0.0,Worship Facility,Parking,100.0,399.18349073529663,0.0,74098.60156499999,0.0,270378.85794543894,1.76
21893,NonResidential,Warehouse,98108.0,1979,1.0,1,2935.736064,0.0,Non-Refrigerated Warehouse,,2.5,2644.9454614187002,0.0,483334.29689999996,1676845.36769,3932944.6562324995,95.905
21894,NonResidential,Warehouse,98108.0,2007,1.0,1,3278.45537856,0.0,Non-Refrigerated Warehouse,,57.5,772.8146699276912,0.0,161410.0,314412.62777,1070346.6656918898,19.665
21896,NonResidential,Warehouse,98108.0,1981,1.0,1,2686.7559168000003,0.0,Non-Refrigerated Warehouse,,48.5,1076.0351502918147,0.0,78775.05077999999,1575593.89714,2291449.3376075,81.185
21897,NonResidential,Warehouse,98108.0,1978,1.0,1,2060.21781504,0.0,Non-Refrigerated Warehouse,,69.0,481.5186198328622,0.0,35068.5,525951.10271,666210.5812862499,27.310000000000002
21898,NonResidential,Warehouse,98108.0,1978,1.0,1,2907.8651520000003,0.0,Non-Refrigerated Warehouse,,90.0,303.2204565153239,0.0,62379.449219999995,127370.00837999998,393339.869497314,7.895
21902,NonResidential,Warehouse,98108.0,1979,1.0,1,2043.86688,0.0,Non-Refrigerated Warehouse,Parking,12.5,1160.0737607725214,0.0,209806.60155000002,0.0,755275.05377625,4.99
21904,NonResidential,Small- and Mid-Sized Office,98125.0,1974,1.0,3,3709.3396780800003,0.0,Office,Parking,40.5,3410.946127964531,0.0,1020181.9065,0.0,3990604.344645,24.27
21905,NonResidential,Other,98115.0,1979,1.0,1,2843.7620544,0.0,Other - Recreation,Office,,3388.800848519779,0.0,591039.34375,2494473.0826999997,4943507.368849999,139.63
21907,NonResidential,Medical Office,98115.0,1980,1.0,2,2501.8788672,589.934304,Medical Office,,63.0,1366.7633673913683,0.0,302623.5,0.0,1089404.31312,7.195
21909,NonResidential,Medical Office,98115.0,1968,1.0,2,3599.5282848,0.0,Medical Office,Parking,66.5,1728.4701640688504,0.0,657449.9375,639419.113,3232340.3718299996,47.825
21913,NonResidential,Self-Storage Facility,98105.0,1959,1.0,2,1885.56009984,0.0,Self-Storage Facility,,,1503.0421801274424,0.0,250741.04690000002,0.0,902634.49268125,5.965
21916,NonResidential,Mixed Use Property,98105.0,1945,1.0,2,2056.4087904000003,0.0,Medical Office,Office,,1635.3463053300839,0.0,258310.75,401390.19158,1464503.0029712499,26.35
21917,NonResidential,Medical Office,98105.0,1967,1.0,3,3565.4328691200003,0.0,Medical Office,Parking,85.5,1140.767580833513,0.0,228108.70315000002,924082.7414799999,1964217.26924875,51.94
21920,NonResidential,Warehouse,98105.0,1980,1.0,2,3119.31247104,0.0,Non-Refrigerated Warehouse,,43.0,1132.2501523403228,0.0,175383.35155,1133290.0613499999,2106866.65654875,61.22
21921,NonResidential,Supermarket / Grocery Store,98105.0,1975,1.0,1,3066.2648352,0.0,Supermarket/Grocery Store,Parking,20.5,8768.408650181242,0.0,2170459.875,3607656.3381000003,11818822.73981,233.23
21945,NonResidential,Other,98104.0,1981,1.0,1,1948.26965184,0.0,Parking,Retail Store,,2482.5464914818713,0.0,447342.0469,0.0,1610370.883771875,10.64
21955,NonResidential,Small- and Mid-Sized Office,98199.0,1927,1.0,3,2221.3116864000003,0.0,Office,Retail Store,,1120.325743818862,0.0,203734.25,186397.97772999998,952403.552206875,14.23
21964,NonResidential,Worship Facility,98107.0,1910,1.0,2,2022.0346656000002,0.0,Worship Facility,,76.5,456.53416723500106,0.0,37498.050780000005,351465.27991,592400.89163,18.585
22062,Campus,University,98122.0,1939,1.0,2,204386.68800000002,0.0,College/University,Parking,,1757.9972585971675,0.0,18183820.0,55729463.00039,134326436.76375997,3237.855
22078,NonResidential,Worship Facility,98122.0,1901,1.0,2,2467.5047424,0.0,Worship Facility,,1.0,1405.3756928589742,0.0,172597.39844999998,1326613.45292,2056416.45688125,70.88499999999999
22095,NonResidential,Warehouse,98103.0,1957,1.0,2,1871.0672256,0.0,Non-Refrigerated Warehouse,,36.5,249.8445734490798,0.0,41318.650389999995,0.0,148741.621102048,0.98
22138,NonResidential,Worship Facility,18800,1927,1,2.0,2046.56106816,0.0,,,100.0,162.39896993682876,0.0,26963.0,0.0,105527.10119999999,0.64
22139,NonResidential,Retail Store,98118.0,1992,1.0,2,3608.8185888000003,0.0,Retail Store,Parking,83.0,4044.0750485667636,0.0,955281.5625,3615385.70766,7054269.900389999,204.715
22142,NonResidential,Supermarket / Grocery Store,98118.0,1953,1.0,1,2424.02611968,0.0,Supermarket/Grocery Store,Parking,44.0,8081.336085063889,0.0,1463232.5,2480314.1775,8223727.154774999,159.66
22149,SPS-District K-12,K-12 School,98125.0,1955,1.0,1,3584.38508928,0.0,K-12 School,,86.5,1070.9246671893525,0.0,205564.20315000002,1147695.3230599998,2241773.02445,62.665000000000006
22163,NonResidential,Small- and Mid-Sized Office,98108.0,1967,1.0,1,2369.02752,0.0,Office,,91.5,916.475288548507,0.0,75492.80078,1005774.4546899999,1569389.15522125,52.425
22165,NonResidential,Warehouse,98108.0,1961,1.0,1,3892.1728608000003,0.0,Non-Refrigerated Warehouse,Office,,983.4790766803756,0.0,271117.45315,424767.15599999996,1555673.3092800002,27.83
22166,NonResidential,Retail Store,98108.0,1958,1.0,2,5220.50052672,0.0,Retail Store,,,1340.6432533455845,0.0,544734.09375,662121.3665499999,2759895.318195,46.29
22223,NonResidential,K-12 School,98107.0,1922,1.0,3,3293.22696192,0.0,K-12 School,,95.0,846.6323835353406,0.0,80920.14843999999,1310877.76055,2037783.3719275,67.91
22230,NonResidential,Supermarket / Grocery Store,98107.0,1966,1.0,1,2714.06941056,0.0,Supermarket/Grocery Store,,10.5,8671.309965358872,0.0,1808362.3125,3025640.4020499997,9779564.26212,195.32
22240,NonResidential,Supermarket / Grocery Store,98107.0,2000,1.0,1,8277.93957312,3998.0823264,Supermarket/Grocery Store,Parking,33.0,7687.830819403411,0.0,2360628.375,6258383.27927,15410145.69405,371.185
22252,NonResidential,Other,98125.0,1961,1.0,1,2972.89728,0.0,Other - Recreation,Office,,868.2098864269768,0.0,145900.79690000002,776472.4620599999,1555475.68335375,42.555
22259,NonResidential,Mixed Use Property,98107.0,1910,1.0,2,2893.0006656,0.0,Other,Retail Store,,624.0435985832412,0.0,65838.60156499999,737955.3866399999,1226334.22016,38.71
22261,NonResidential,Warehouse,98107.0,1975,1.0,3,3853.4322931200004,0.0,Non-Refrigerated Warehouse,Office,2.5,2019.1983468147753,0.0,528155.0,1406765.83359,3625808.11787,83.38
22264,NonResidential,Warehouse,98107.0,1980,1.0,1,3701.2571136,0.0,Non-Refrigerated Warehouse,,2.0,744.4232503048338,0.0,231542.04690000002,0.0,877537.7145199999,5.505
22312,Nonresidential COS,Other,98107.0,2004,1.0,1,2840.6033510400002,1447.05775104,Library,Other - Services,,2194.6573908093533,0.0,278131.20314999996,462720.30185,1521416.9617875,29.910000000000004
22327,NonResidential,Other,98107.0,1924,1.0,2,2000.01664512,0.0,Social/Meeting Hall,,,412.24353907041143,0.0,60942.650389999995,99573.39762,348307.221565,6.46
22332,NonResidential,Other,98107.0,1928,1.0,2,2787.0912000000003,0.0,Strip Mall,Parking,,1422.9783693263105,0.0,295254.25,116450.66490999999,1176814.187765,12.885000000000002
22420,NonResidential,Other,98107.0,1942,1.0,2,2795.17376448,0.0,Other,,,6006.490573397812,0.0,1539072.9375,0.0,5429973.114824999,36.61
22438,NonResidential,Worship Facility,98107.0,1975,1.0,1,3757.4634528,0.0,Worship Facility,,68.0,678.5551409396592,0.0,148486.851565,628161.0952699999,1363104.48343375,35.15
22440,NonResidential,Retail Store,98107.0,1996,1.0,1,2183.2214400000003,0.0,Retail Store,,50.5,1583.106042600974,0.0,309377.95314999996,94778.14992,1178636.5401499998,12.129999999999999
22441,NonResidential,Small- and Mid-Sized Office,18386,1979,1,2.0,3479.0330419200004,0.0,Office,,88.0,2020.334038584744,0.0,567886.0,643539.1222999999,2805402.4298799997,45.9
22446,NonResidential,Small- and Mid-Sized Office,18386,1903,1,3.0,2314.4934355200003,0.0,Office,,100.0,300.94914009272463,0.0,57601.0,44018.15826,251373.3203,3.59
22454,NonResidential,Retail Store,98134.0,1967,1.0,1,2082.8861568,0.0,Retail Store,,80.5,1772.1929375471134,0.0,279484.90625,516874.42153,1673681.1768087498,32.665
22479,NonResidential,Supermarket / Grocery Store,98119.0,1961,1.0,1,2400.8003596800004,0.0,Supermarket/Grocery Store,,27.0,8940.460913568942,0.0,1479962.375,4178323.52126,9953199.706559999,245.535
22480,NonResidential,Small- and Mid-Sized Office,98119.0,1992,1.0,3,2451.6183225600003,0.0,Office,Fitness Center/Health Club/Gym,,1542.7901967971875,0.0,344104.95314999996,0.0,1204795.7637312498,8.185
22486,NonResidential,Small- and Mid-Sized Office,98119.0,1982,1.0,3,2402.3797113600003,0.0,Office,Parking,85.0,1088.5273614297228,0.0,209550.29690000002,203859.74826,988407.3098537499,15.25
22502,NonResidential,Warehouse,98199.0,1974,1.0,1,2378.317824,0.0,Non-Refrigerated Warehouse,Office,1.0,2137.874534188085,0.0,347690.65625,521722.42223,2084134.8613187498,34.535
22504,NonResidential,Other,98199.0,1965,1.0,1,2152.4705337600003,0.0,Manufacturing/Industrial Plant,,,797.7991442166036,0.0,66881.75,0.0,240764.64257043897,1.5899999999999999
22509,NonResidential,Small- and Mid-Sized Office,98199.0,2008,1.0,4,3881.8606233600003,780.2926329600001,Office,Parking,87.5,1428.6566901938081,0.0,391984.0,0.0,1411089.0738225002,9.325
22511,NonResidential,Warehouse,98199.0,1960,1.0,1,5284.696527360001,0.0,Non-Refrigerated Warehouse,,72.5,631.9931941947216,0.0,217010.64844999998,616782.8007,1626629.6551075,36.205
22519,NonResidential,Retail Store,98117.0,1989,1.0,1,3048.1487424,0.0,Retail Store,,66.0,1730.17364125006,0.0,384382.0,727305.611,2312452.02138,45.754999999999995
22547,NonResidential,Self-Storage Facility,98119.0,1980,1.0,3,2878.97230656,0.0,Self-Storage Facility,,,111.86222754389951,0.0,28316.700194999998,0.0,102555.4711340532,0.675
22548,NonResidential,Self-Storage Facility,98119.0,1915,1.0,3,3711.6622540800004,0.0,Self-Storage Facility,,,50.53674185349209,0.0,16197.90039,0.0,59730.744404526595,0.385
22574,NonResidential,Small- and Mid-Sized Office,98119.0,1961,1.0,2,1860.1046668800002,0.0,Office,,80.0,1196.9826090589177,0.0,193459.85155000002,0.0,736064.71912,4.6
22577,NonResidential,Distribution Center,98119.0,1960,1.0,2,3390.7751539200003,0.0,Distribution Center,Non-Refrigerated Warehouse,87.0,420.76096324810464,0.0,87431.0,227540.04242999997,646146.50526625,13.535
22579,NonResidential,Distribution Center,98199.0,1968,1.0,1,3339.49267584,0.0,Distribution Center,Office,,354.3250296322144,0.0,85430.0,174603.46198999998,531096.465476875,10.82
22585,NonResidential,Small- and Mid-Sized Office,98199.0,2007,1.0,4,2801.21246208,527.6892672,Office,Parking,96.5,1140.1997785577628,0.0,235888.60155000002,1038.17904,850205.3961012498,5.665
22607,NonResidential,Small- and Mid-Sized Office,98199.0,1979,1.0,4,2077.7764896000003,0.0,Office,,83.0,957.9267735981191,0.0,170109.75,0.0,612372.023458125,4.045
22609,NonResidential,Small- and Mid-Sized Office,98199.0,1994,1.0,4,2803.07052288,0.0,Office,,80.0,1185.6260286494066,0.0,273908.40625,0.0,1058248.5561731248,6.515000000000001
22650,NonResidential,Warehouse,98107.0,1927,1.0,4,3948.3792000000003,0.0,Non-Refrigerated Warehouse,Retail Store,100.0,195.9008531856288,0.0,68560.14843999999,0.0,275608.21335312503,1.63
22654,NonResidential,Small- and Mid-Sized Office,98107.0,1901,1.0,4,2139.74281728,0.0,Office,Restaurant,,1959.5764166375284,0.0,334046.90625,0.0,1229427.2604325,7.945
22672,NonResidential,Other,98107.0,1900,1.0,3,4250.31408,456.52553856000003,Other,Parking,,2995.295686771929,0.0,501704.09375,5479087.476650001,7761522.777264999,287.745
22676,NonResidential,Small- and Mid-Sized Office,98107.0,1968,1.0,2,2183.2214400000003,0.0,Office,,27.0,2075.9812034360443,0.0,346363.79689999996,508731.99598,1848243.6892825,33.845
22678,NonResidential,Small- and Mid-Sized Office,98107.0,1966,1.0,1,2070.06553728,0.0,Office,,92.5,671.7411851418327,0.0,93761.44922000001,247869.46603999997,637842.7874187499,14.71
22679,NonResidential,Self-Storage Facility,98107.0,1902,1.0,2,2229.6729600000003,0.0,Self-Storage Facility,,,412.811363321127,0.0,51746.699219999995,259688.24816000002,499757.39185499994,14.305
22684,NonResidential,Mixed Use Property,98107.0,1909,1.0,3,2516.2788384,0.0,Strip Mall,Office,,1840.3323654926362,0.0,292211.25,1034823.42167,2316291.5166025,59.04
22801,Nonresidential COS,Other,98125.0,1996,0.0,2,2718.15714432,0.0,Other - Recreation,Fitness Center/Health Club/Gym,,4746.479054246944,0.0,760047.84375,5477453.18871,9101616.46804,293.805
22804,NonResidential,Small- and Mid-Sized Office,98125.0,1931,1.0,2,3483.864,0.0,Office,,59.0,1788.0921374010686,0.0,474965.25,580514.05814,2431550.2274774997,40.519999999999996
22810,NonResidential,K-12 School,98125.0,1930,1.0,3,2228.09360832,0.0,K-12 School,,60.0,1265.1220370044402,0.0,181094.39844999998,583020.8807,1374446.5762574999,33.655
22818,NonResidential,Distribution Center,98106.0,1980,1.0,1,2238.963264,0.0,Distribution Center,Non-Refrigerated Warehouse,26.0,696.7256594307452,0.0,77034.35156499999,488620.44226,902092.4885768748,26.43
22830,NonResidential,Worship Facility,98126.0,1971,1.0,1,2208.4910668800003,0.0,Worship Facility,,94.5,333.8831980119348,0.0,56234.0,0.0,234933.74628634297,1.335
22834,NonResidential,K-12 School,98105.0,2004,3.0,2,2911.85998272,0.0,K-12 School,,4.5,1815.3479085792778,0.0,481181.5,2425026.9233799996,4824971.37785,133.515
22860,NonResidential,Mixed Use Property,98103.0,1996,1.0,3,5194.39477248,2122.834464,Parking,Office,,2832.896699232414,0.0,781535.8125,0.0,2771473.6785175,18.59
22863,NonResidential,Other,98199.0,1957,1.0,2,1885.3742937600002,0.0,Other,Office,,1589.352191466856,0.0,153900.54690000002,1084057.79657,1774532.7796187499,58.230000000000004
22866,NonResidential,Small- and Mid-Sized Office,98199.0,1983,1.0,4,3769.16923584,1007.9050809600001,Office,,58.0,2055.539427292616,0.0,405602.79689999996,0.0,1460115.66784375,9.645
22867,NonResidential,Small- and Mid-Sized Office,98199.0,1983,1.0,4,3874.70708928,1454.76870336,Office,Parking,48.0,1988.5356042392907,0.0,519623.04689999996,0.0,1886344.675415,12.36
22881,NonResidential,Mixed Use Property,98119.0,1960,1.0,2,5355.30283776,0.0,Office,Other - Services,,1172.5659892292006,0.0,472724.40625,553490.80636,2388524.4850299996,39.11
22883,NonResidential,Warehouse,98119.0,1955,1.0,2,3669.39137088,0.0,Non-Refrigerated Warehouse,Office,8.5,1421.8427383139988,0.0,397057.40625,414420.18258,2006732.4285975,30.310000000000002
22936,Nonresidential COS,Other,98112.0,1932,1.0,1,3073.88288448,0.0,Other - Entertainment/Public Assembly,,,1492.821335210699,0.0,400166.65625,2184169.3861,4236548.9855975,119.47
22940,NonResidential,Small- and Mid-Sized Office,98133.0,1982,1.0,2,2561.7084249600002,0.0,Office,,74.5,1567.2068773845613,0.0,347646.54689999996,0.0,1278849.1063062497,8.265
22953,NonResidential,Retail Store,98125.0,1965,1.0,1,2320.9037452800003,0.0,Retail Store,,94.0,740.448441653568,0.0,152055.851565,0.0,547380.9539,3.62
22955,NonResidential,Senior Care Community,98125.0,1998,1.0,5,4056.23962944,0.0,Senior Care Community,Parking,4.0,2748.8581066383076,0.0,798641.9375,1270583.96409,4434473.625709999,82.96
22962,NonResidential,Small- and Mid-Sized Office,98133.0,1987,1.0,3,7070.385859200001,2536.90331328,Office,,89.0,1263.9863798720148,0.0,759346.15625,0.0,2847026.2613525,18.064999999999998
23008,NonResidential,Mixed Use Property,98125.0,1952,1.0,2,2973.73340736,0.0,Non-Refrigerated Warehouse,Retail Store,,1572.3173344804754,0.0,396276.29689999996,668218.55829,2343871.70818,43.065
23011,NonResidential,Retail Store,98125.0,1966,1.0,1,3866.1600096,0.0,Retail Store,,66.0,1810.8052976522617,0.0,580776.4375,0.0,2229710.9191175,13.815000000000001
23017,NonResidential,Medical Office,98125.0,1988,1.0,3,2679.41657664,0.0,Medical Office,,58.0,1359.3815789957464,0.0,276274.79689999996,479406.60328000004,1551183.30362625,30.705
23020,NonResidential,Self-Storage Facility,98125.0,1977,2.0,2,3097.75896576,0.0,Self-Storage Facility,Office,,140.25365801228247,0.0,34973.550780000005,0.0,134018.94290295203,0.8300000000000001
23022,Nonresidential COS,Other,98125.0,2005,2.0,1,2833.3569139200004,0.0,Other - Recreation,,,1968.0937758556338,0.0,322719.95314999996,1477104.5736699998,2997392.489375,82.035
23040,NonResidential,K-12 School,98106.0,1924,1.0,2,3992.5081440000004,0.0,K-12 School,,89.0,961.3337799168519,0.0,54266.349610000005,887671.0382899999,1353597.2718325,45.975
23049,NonResidential,Other,98108.0,1963,1.0,1,2160.9247104,0.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Office,,1709.164018937733,0.0,218183.04690000002,914034.3500399999,1966719.34403875,51.2
23051,NonResidential,Small- and Mid-Sized Office,98106.0,1988,1.0,2,2848.3143033600004,0.0,Office,Non-Refrigerated Warehouse,48.5,2642.1063009849513,0.0,625402.4375,1018859.30881,3607603.321335,66.165
23056,NonResidential,Other,98109.0,1920,1.0,2,2521.76011776,0.0,Other,,,886.380400545783,0.0,130303.25,560592.9427499999,1194546.4493024999,31.32
23064,NonResidential,Other,98133.0,1970,5.0,1,2152.19182464,0.0,Other,,,1786.9564632337865,0.0,2.0,3571607.57555,3662699.0820649997,179.79
23065,NonResidential,Medical Office,98133.0,1979,1.0,2,3229.21676736,0.0,Medical Office,Parking,76.0,1406.5113761115135,0.0,445980.34375,0.0,1631697.96552375,10.61
23071,NonResidential,Hospital,98133.0,1966,8.0,1,38613.47632128,0.0,Hospital (General Medical & Surgical),Parking,86.5,4488.117021982628,0.0,12497673.0,56896914.321949996,103275409.02895999,3161.37
23076,NonResidential,Worship Facility,98133.0,1965,1.0,2,4154.53104576,0.0,Worship Facility,Medical Office,,801.2061069261026,0.0,211233.10155000002,901473.3332099998,1824992.87047375,50.405
23098,NonResidential,Supermarket / Grocery Store,98144.0,1965,1.0,1,2006.98437312,0.0,Supermarket/Grocery Store,,16.0,7556.662489883365,0.0,1171432.75,1924334.4846,6275029.224655,124.72999999999999
23113,NonResidential,Medical Office,98112.0,1964,1.0,3,54996.83452224,0.0,Medical Office,Parking,60.5,3959.468592201073,0.0,14194318.5,58444465.25182,109002072.13744,3279.63
23115,NonResidential,Distribution Center,98108.0,1979,1.0,1,3985.5404160000003,0.0,Distribution Center,,56.5,367.38507365183204,0.0,121186.64845000001,0.0,468185.298367314,2.88
23117,Campus,Other,98108.0,2005,5.0,1,5383.916974080001,0.0,Adult Education,,,1330.990176805226,0.0,442974.84375,1674132.2809000001,3650394.8404625,94.81
23120,NonResidential,Other,98108.0,1971,1.0,1,2437.0325452800002,0.0,Other - Services,Office,,2316.740567750452,0.0,260892.40625,2209264.51573,3498255.3203449994,117.41999999999999
23158,NonResidential,Warehouse,98144.0,1956,1.0,2,2400.6145536000004,0.0,Non-Refrigerated Warehouse,,92.0,422.4644575777369,0.0,91656.89843999999,0.0,323022.609753125,2.1799999999999997
23161,NonResidential,Small- and Mid-Sized Office,98144.0,1988,1.0,1,4194.1077408,0.0,Office,,,650.1637039980305,0.0,147894.85155000002,727532.4489,1471080.3129525,40.14
23163,NonResidential,Medical Office,17919,1995,1,4.0,4070.36089152,2144.75958144,Medical Office,,76.0,1420.707072664145,0.0,527227.0,0.0,1897946.3789399997,12.54
23164,NonResidential,Small- and Mid-Sized Office,98144.0,2001,1.0,5,6534.056609280001,2052.6926688000003,Office,Parking,88.0,1570.0460202156248,0.0,558118.40625,130124.24251,2171990.9604025,19.825000000000003
23204,SPS-District K-12,K-12 School,98108.0,1971,1.0,1,4695.877059840001,0.0,K-12 School,,95.5,739.3127932089197,0.0,298449.59375,47355.31304,1186409.2990524997,9.485
