ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA(m2),Neighborhood,OSEBuildingID,PrimaryPropertyType,PropertyGFATotal(m2),SecondLargestPropertyUseTypeGFA(m2),SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
67.0,Non-Refrigerated Warehouse,13054.7351808,DELRIDGE,579.0,Warehouse,13054.7351808,,2237412.725235,50.06999999999999
,Office,8514.0991008,MAGNOLIA / QUEEN ANNE,580.0,Large Office,14309.76234816,6158.356715520001,3440961.342105,53.36
,Parking,8541.0409824,NORTHWEST,581.0,Other,15030.68993856,6489.64895616,7429980.722864999,49.11
,Medical Office,5636.427436800001,NORTHWEST,582.0,Medical Office,5937.3403833600005,300.91294656,4833929.101015,31.939999999999998
,Non-Refrigerated Warehouse,4352.13581184,NORTHWEST,583.0,Warehouse,4967.711354880001,932.0962003200001,1227767.9807587499,34.93
36.5,Non-Refrigerated Warehouse,4683.89256768,GREATER DUWAMISH,584.0,Warehouse,4683.89256768,,1716170.4871875,49.66
27.5,Medical Office,12383.78942592,NORTHWEST,585.0,Medical Office,12383.78942592,,16442176.89943,294.20000000000005
77.0,Retail Store,16082.07364224,NORTH,586.0,Retail Store,15665.21770176,,7222653.25615,89.88
,Parking,10527.58668672,LAKE UNION,588.0,Mixed Use Property,23395.493854080003,7803.8553600000005,48133850.25448,1098.22
89.5,Office,9659.1290688,LAKE UNION,589.0,Large Office,16340.2511904,6632.3480256,7109972.056855,46.980000000000004
92.5,Non-Refrigerated Warehouse,9734.93794944,GREATER DUWAMISH,590.0,Warehouse,9734.93794944,,1115201.9808274999,20.9
,Other,4777.724638080001,GREATER DUWAMISH,592.0,Other,4927.5772416,,2108931.0133212497,50.785
,Other,10283.344594560001,GREATER DUWAMISH,594.0,Other,10283.344594560001,,2646902.34867,100.265
87.0,Office,4981.4610048,GREATER DUWAMISH,595.0,Small- and Mid-Sized Office,4981.4610048,,2256409.2124175,21.86
59.5,Office,4645.89522432,GREATER DUWAMISH,596.0,Small- and Mid-Sized Office,4645.89522432,,3695267.7292049997,65.81
98.5,Office,18085.80640896,MAGNOLIA / QUEEN ANNE,597.0,Large Office,27051.135575040003,10330.63224192,6721077.995915,46.075
57.5,Non-Refrigerated Warehouse,4080.3015168,GREATER DUWAMISH,598.0,Warehouse,4722.44732928,642.14581248,3075284.2721125,106.24
66.5,Refrigerated Warehouse,7105.78191744,GREATER DUWAMISH,599.0,Refrigerated Warehouse,7093.518716160001,,3009344.736585,21.105
66.0,Non-Refrigerated Warehouse,9149.091379200001,GREATER DUWAMISH,600.0,Warehouse,9149.091379200001,,3049752.74329,40.325
78.5,Retail Store,2935.92187008,LAKE UNION,601.0,Mixed Use Property,4924.04692608,2548.0516780800003,3658238.9477974996,56.84
,Office,6200.07018048,LAKE UNION,602.0,Mixed Use Property,16343.31699072,5408.62918272,22896706.3833,603.25
,Other,9848.00094912,LAKE UNION,603.0,Other,15773.542646400001,5925.54169728,21912132.831779998,445.89
57.0,Office,9995.809685760001,LAKE UNION,604.0,Large Office,11586.96005184,1449.287424,15370997.16522,362.915
66.0,Office,8724.0599712,LAKE UNION,605.0,Small- and Mid-Sized Office,8733.07156608,2912.3244979200003,6717101.73854,43.555
60.5,Non-Refrigerated Warehouse,8641.840780800001,GREATER DUWAMISH,606.0,Warehouse,8641.840780800001,,1307619.6693287499,8.64
32.5,Supermarket/Grocery Store,5057.08407936,SOUTHEAST,607.0,Supermarket / Grocery Store,5672.009301120001,0.0,14573845.52716,314.105
100.0,Office,17944.59378816,DOWNTOWN,608.0,Large Office,14321.83974336,,7036829.231059999,29.155
91.5,Office,7298.834434560001,DOWNTOWN,609.0,Small- and Mid-Sized Office,7331.907916800001,,1493265.8508674998,16.765
61.5,Office,6046.87306752,DOWNTOWN,610.0,Small- and Mid-Sized Office,9238.2782976,2216.38782528,7139159.764225,132.655
83.0,Office,5933.810067840001,DOWNTOWN,611.0,Small- and Mid-Sized Office,6806.076710400001,,3143531.22386,19.505000000000003
87.5,Office,3218.8116268800004,DOWNTOWN,612.0,Small- and Mid-Sized Office,6486.21154368,2419.1022585600003,2480113.0566875,70.735
,Office,3865.60259136,DOWNTOWN,613.0,Small- and Mid-Sized Office,7873.53264,2669.47595136,2480157.6329725,28.965
,Office,4254.86632896,DOWNTOWN,614.0,Small- and Mid-Sized Office,7013.807907840001,904.7827065600001,3895158.2098624995,24.115000000000002
79.0,Office,11483.466065280001,DOWNTOWN,615.0,Large Office,15271.401715200001,1931.9187168,8045030.32375,124.755
98.0,Office,14918.370163200001,DOWNTOWN,616.0,Large Office,14918.370163200001,,4895238.373849999,112.125
83.0,Office,4379.9138208,DOWNTOWN,618.0,Small- and Mid-Sized Office,6825.5863488,880.44211008,3717275.3576274994,22.445
,Other,3125.9085868800003,DOWNTOWN,619.0,Other,6294.6454752,1830.6544032000002,2135123.00970375,12.995000000000001
37.5,Office,2438.7048,GREATER DUWAMISH,620.0,Mixed Use Property,5267.602368000001,1676.8998720000002,2479928.2893049996,30.575
84.5,Non-Refrigerated Warehouse,5432.226554880001,GREATER DUWAMISH,621.0,Warehouse,7697.202670080001,2162.9685772800003,2726677.0178599996,67.86500000000001
,Other,4691.603520000001,GREATER DUWAMISH,622.0,Other,7101.694183680001,1672.2547200000001,4603150.815679999,116.28
56.5,Distribution Center,7928.62414272,GREATER DUWAMISH,623.0,Distribution Center,8620.65888768,1248.1523424000002,3358466.5963525,71.06
,Manufacturing/Industrial Plant,13275.93731904,GREATER DUWAMISH,624.0,Other,11661.09667776,,4433851.66784,79.08500000000001
82.5,Office,9742.648901760002,GREATER DUWAMISH,625.0,Large Office,11984.492160000002,,4409322.5779,29.134999999999998
78.0,Non-Refrigerated Warehouse,7322.06019456,GREATER DUWAMISH,626.0,Warehouse,7322.06019456,,843663.595483125,15.49
,Office,3704.0442048000004,GREATER DUWAMISH,627.0,Small- and Mid-Sized Office,5478.492268800001,1077.675264,2051444.61851375,41.2
22.0,Distribution Center,4741.771161600001,GREATER DUWAMISH,628.0,Distribution Center,7023.469824000001,975.4819200000001,2527898.3066775,16.7
,Distribution Center,3705.34484736,GREATER DUWAMISH,629.0,Distribution Center,5227.6540608000005,861.2111808000001,1106428.2996912498,7.3100000000000005
32.5,Office,4006.1648908800003,DOWNTOWN,630.0,Small- and Mid-Sized Office,6209.8249996800005,976.7825625600001,5364194.60783,106.775
79.5,Office,6085.89234432,DOWNTOWN,632.0,Small- and Mid-Sized Office,6994.48407552,1014.3153907200001,3148823.8004674995,20.545
78.0,Office,17086.35550464,DOWNTOWN,633.0,Large Office,17124.07413888,37.71863424,10572092.62726,69.855
38.0,Office,25437.96718848,DOWNTOWN,634.0,Large Office,26742.41877312,1124.31259008,28191641.0499,192.315
51.0,Office,5852.89152,GREATER DUWAMISH,635.0,Small- and Mid-Sized Office,5993.36091648,,6527496.642174999,181.67000000000002
,Parking,10384.144392960001,GREATER DUWAMISH,637.0,Mixed Use Property,26570.26944,10102.92689088,66910533.622,451.11
21.5,Non-Refrigerated Warehouse,13382.682912,GREATER DUWAMISH,638.0,Warehouse,13382.682912,,4941215.251,97.30000000000001
17.5,Office,5609.85716736,GREATER DUWAMISH,639.0,Small- and Mid-Sized Office,5629.18099968,,5424492.605655,50.405
78.0,Office,92970.8592192,GREATER DUWAMISH,640.0,Large Office,128295.28921536001,26133.253539840003,82231414.38216,881.9100000000001
57.5,Retail Store,10006.02902016,GREATER DUWAMISH,641.0,Retail Store,10027.025107200001,,7704596.487434999,96.55000000000001
73.5,Non-Refrigerated Warehouse,9205.20481536,GREATER DUWAMISH,642.0,Warehouse,9205.20481536,,2168589.4469625,47.425
29.5,Distribution Center,6755.81616576,Delridge,647.0,Distribution Center,6755.81616576,,2840686.010165,40.68
91.0,Office,7118.60253696,EAST,649.0,Small- and Mid-Sized Office,7118.60253696,,3424015.1002675,31.095
2.5,Office,4949.96687424,NORTHEAST,650.0,Small- and Mid-Sized Office,8519.76618624,3223.82839104,8559087.207549999,56.555
15.0,Medical Office,8280.540858240001,LAKE UNION,651.0,Medical Office,11993.13214272,3497.98526208,17993579.325829998,383.14
43.0,Office,11063.17271232,DELRIDGE,652.0,Large Office,12830.467242240002,1506.98021184,8516318.504095,56.269999999999996
68.0,Retail Store,5256.08239104,GREATER DUWAMISH,654.0,Retail Store,5255.71077888,,2623389.545275,64.135
57.0,Medical Office,18597.70215936,EAST,656.0,Medical Office,20994.41478528,,20827233.62486,648.2850000000001
25.0,Parking,35785.879395840006,DOWNTOWN,657.0,Mixed Use Property,47975.78017728,31608.95871744,48574540.376,978.705
,Office,28178.60686848,DOWNTOWN,658.0,Large Office,29033.314836480004,440.17460352,27463280.3789,188.81
96.5,Office,84990.67388928,DOWNTOWN,659.0,Large Office,147986.55305856,32403.46551552,29956274.26748,490.995
,Office,4819.90261824,DOWNTOWN,660.0,Small- and Mid-Sized Office,9078.4850688,1114.7435769600002,2687370.3619125,17.759999999999998
47.0,Medical Office,18339.803320320003,EAST,661.0,Medical Office,39251.813109120005,,18530265.66404,212.89499999999998
61.0,Medical Office,10566.69886656,CENTRAL,671.0,Medical Office,8779.33728,,6066468.92033,41.14
79.0,Retail Store,10196.85186432,DELRIDGE,673.0,Retail Store,8799.125627520001,,5806511.8956349995,89.46000000000001
59.5,Medical Office,18707.4206496,EAST,674.0,Medical Office,28140.516622080002,8014.7452608,15348649.41183,126.75
60.0,Medical Office,40364.048304,EAST,675.0,Medical Office,40364.048304,23225.760000000002,59771643.16184,1891.47
51.5,Medical Office,15861.057310080001,EAST,677.0,Medical Office,29720.70442944,6426.196179840001,16419051.56682,345.345
93.5,Office,10676.32445376,DOWNTOWN,678.0,Large Office,19093.525683840002,2661.0217747200004,9173501.39855,282.59000000000003
50.0,Office,4273.53984,DOWNTOWN,679.0,Small- and Mid-Sized Office,5267.602368000001,975.4819200000001,3469873.1512849997,22.66
91.0,Office,6689.0188800000005,GREATER DUWAMISH,680.0,Small- and Mid-Sized Office,6689.0188800000005,,2712885.537305,22.259999999999998
93.0,Office,9569.013120000001,MAGNOLIA / QUEEN ANNE,681.0,Large Office,17758.04448384,7432.243200000001,5346147.542764999,35.325
,Other - Recreation,4645.152,DELRIDGE,682.0,Other,6388.29173952,1070.8933420800001,8661445.96357,243.39
,Strip Mall,9980.29487808,SOUTHEAST,683.0,Other,9488.466184320001,0.0,22894240.708079997,538.4100000000001
83.5,Office,21594.66132672,DOWNTOWN,685.0,Large Office,33635.17401984,9092.79213696,17703147.684329998,122.98500000000001
,Lifestyle Center,7560.9139104000005,MAGNOLIA / QUEEN ANNE,689.0,Other,7556.361661440001,,14368119.905289998,281.61
91.0,Office,34053.98092416,DOWNTOWN,690.0,Large Office,50068.514056320004,11410.44427584,16528333.09903,108.1
,Parking,18305.615001600003,DOWNTOWN,692.0,Other,25639.566785280003,7325.59051008,5743329.6275349995,37.95
90.0,Office,9166.55715072,MAGNOLIA / QUEEN ANNE,693.0,Small- and Mid-Sized Office,9166.55715072,,4794455.349939999,31.985
16.0,Office,7446.828977280001,GREATER DUWAMISH,694.0,Large Office,14765.17305024,3186.7600780800003,9200667.08343,86.995
1.0,Office,9764.109504,MAGNOLIA / QUEEN ANNE,696.0,Large Office,9764.109504,,23864582.55526,354.365
31.5,Supermarket/Grocery Store,3669.6700800000003,MAGNOLIA / QUEEN ANNE,700.0,Supermarket / Grocery Store,5311.82421504,1393.5456000000001,13267742.96817,156.765
52.0,Retail Store,4706.4680064,MAGNOLIA / QUEEN ANNE,701.0,Retail Store,4706.4680064,,2792076.2307849997,53.465
57.0,Office,3704.8803321600003,MAGNOLIA / QUEEN ANNE,702.0,Small- and Mid-Sized Office,5753.39236416,,2597575.2603725,52.495
1.5,Office,9723.88248768,MAGNOLIA / QUEEN ANNE,703.0,Large Office,15339.31383744,5109.667200000001,25555261.34214,168.86
1.0,Office,7643.41180992,MAGNOLIA / QUEEN ANNE,704.0,Large Office,12035.681735040002,3948.3792000000003,27673630.85628,184.4
57.0,Office,9889.43570496,MAGNOLIA / QUEEN ANNE,705.0,Large Office,14858.633508480001,4669.12098432,8180451.231225,54.05
54.5,Office,12398.00359104,MAGNOLIA / QUEEN ANNE,706.0,Large Office,17090.81485056,4344.424859520001,15872843.31211,104.88
95.0,Office,10217.29053312,MAGNOLIA / QUEEN ANNE,707.0,Large Office,19343.3419584,7325.218897920001,6345265.623915,126.945
64.5,Office,16594.80552,DOWNTOWN,708.0,Large Office,25779.29295744,8140.535976960001,13536873.4758,89.445
77.5,Office,15959.162920320001,DOWNTOWN,709.0,Large Office,17384.945875200003,890.10402624,10884103.938469999,68.785
98.5,Office,11726.035902720001,DOWNTOWN,710.0,Large Office,23322.750773760003,1181.4479596800002,18203684.50176,120.28
80.0,Non-Refrigerated Warehouse,8856.4468032,DOWNTOWN,711.0,Warehouse,14337.7261632,,1553157.3868274998,8.760000000000002
,Office,5950.904227200001,DOWNTOWN,712.0,Large Office,10056.289564800001,1358.3353478400002,5161337.430335,53.6
72.0,Office,10253.7085248,DOWNTOWN,713.0,Large Office,15594.7042944,1839.5730950400002,7122656.515705,46.195
95.0,Office,12557.982625920002,DOWNTOWN,714.0,Large Office,17926.5705984,2972.89728,8149126.236059999,260.94
87.0,Office,7469.404416,DOWNTOWN,715.0,Large Office,10457.1661824,1493.8808832000002,5020633.30991,82.025
,Other,6286.748716800001,DOWNTOWN,716.0,Retail Store,8008.61366016,1257.34974336,3437167.0825799997,70.025
51.5,Non-Refrigerated Warehouse,9442.01466432,GREATER DUWAMISH,717.0,Warehouse,13485.619480320001,4509.885173760001,9443267.052299999,132.64
68.5,Office,10288.64006784,GREATER DUWAMISH,718.0,Large Office,10488.38160384,5341.924800000001,10329513.23206,132.66
95.0,Distribution Center,9248.59053504,GREATER DUWAMISH,719.0,Distribution Center,10276.28396352,1027.60052544,1075358.39851564,7.105
93.0,Non-Refrigerated Warehouse,11110.553262720001,GREATER DUWAMISH,720.0,Warehouse,13924.400538240001,2813.84727552,3314946.9539424996,88.89
11.0,Non-Refrigerated Warehouse,12023.511436800001,GREATER DUWAMISH,722.0,Warehouse,9124.936588800001,,7100123.599285,82.35
53.0,Distribution Center,4115.604672,GREATER DUWAMISH,723.0,Distribution Center,7842.8746368,2307.52570752,3078936.23042,20.255
,Distribution Center,6813.0444384,GREATER DUWAMISH,725.0,Distribution Center,6813.0444384,0.0,4795312.849955,117.11000000000001
,Distribution Center,4496.507136,GREATER DUWAMISH,727.0,Distribution Center,5283.953303040001,397.25339904000003,2229387.4772862503,50.215
13.5,Non-Refrigerated Warehouse,5685.666048,GREATER DUWAMISH,728.0,Warehouse,5685.666048,,6045478.237865,187.64499999999998
78.0,Distribution Center,10134.7926336,GREATER DUWAMISH,729.0,Distribution Center,10396.59340032,,2188286.29616125,39.1
,Other - Public Services,6103.729728,GREATER DUWAMISH,730.0,Other,5912.72107776,0.0,8294811.030979999,164.4
,Non-Refrigerated Warehouse,5444.5826592,GREATER DUWAMISH,731.0,Mixed Use Property,10103.48430912,2261.07418752,3890592.9652425,25.445
93.0,Supermarket/Grocery Store,15675.9944544,NORTHWEST,732.0,Supermarket / Grocery Store,13182.0123456,0.0,18602088.87354,294.245
5.5,Office,6510.0876249600005,BALLARD,734.0,Small- and Mid-Sized Office,8555.62675968,,5009457.05933,33.099999999999994
,Non-Refrigerated Warehouse,2934.06380928,MAGNOLIA / QUEEN ANNE,735.0,Warehouse,5226.632127360001,1947.4335244800002,2873406.5859449995,82.64500000000001
,Other,11108.416492800001,NORTHEAST,738.0,Other,13325.91915456,2217.50266176,27201555.86494,724.34
73.5,Office,9773.957226240002,LAKE UNION,739.0,Large Office,18824.29267392,2972.15405568,9316621.87014,61.56
17.0,Office,7169.699208960001,LAKE UNION,740.0,Small- and Mid-Sized Office,7169.699208960001,,9656707.80042,90.75500000000001
52.5,Office,9177.05519424,MAGNOLIA / QUEEN ANNE,741.0,Large Office,10268.01559296,802.1248473600001,7708205.056399999,50.935
,Parking,9058.046400000001,LAKE UNION,742.0,Mixed Use Property,26683.982760960003,8180.20557504,22018490.2652,301.67
,Laboratory,9045.5044896,LAKE UNION,743.0,Laboratory,10753.34107392,,38373148.35504,1155.345
88.5,Office,15150.81356928,MAGNOLIA / QUEEN ANNE,744.0,Large Office,22470.9228,7750.436112,8916056.20795,65.56
84.5,Office,8275.338288,MAGNOLIA / QUEEN ANNE,745.0,Large Office,9562.509907200001,1408.78169856,5127705.810245,62.525000000000006
,Office,8393.3251488,DOWNTOWN,748.0,Small- and Mid-Sized Office,7143.59345472,3101.1034752,13010887.556109998,261.49
65.0,Office,11765.984209920001,DOWNTOWN,749.0,Large Office,13935.456,2221.59039552,9983545.342279999,107.86500000000001
82.0,Office,25489.06386048,DOWNTOWN,750.0,Large Office,25489.06386048,,17485175.98104,147.82
84.5,Office,25105.838820480003,DOWNTOWN,751.0,Large Office,35117.53492608,6652.043470080001,19450711.613700002,242.72000000000003
86.5,Office,14531.336098560001,DOWNTOWN,752.0,Large Office,15702.471820800001,960.3387244800001,12061748.194689998,334.70500000000004
84.5,Data Center,20345.48705088,DOWNTOWN,753.0,Other,39893.0298912,19547.635743360002,295202175.47456,1957.3899999999999
90.5,Office,29026.81162368,DOWNTOWN,754.0,Large Office,35629.7093856,7878.177792,16765086.980439998,109.56
67.5,Medical Office,26161.310257920002,DOWNTOWN,755.0,Medical Office,33810.574959360005,2563.8451948800002,25172425.435719997,595.405
73.5,Retail Store,7331.907916800001,DOWNTOWN,756.0,Retail Store,7331.907916800001,,9716784.763175,126.69
,Other - Mall,52182.15111936,DOWNTOWN,758.0,Other,88070.87418048001,9290.304,49144441.585599996,329.94
,Office,1590.5000448,EAST,759.0,Mixed Use Property,5157.976780800001,1421.416512,4092380.5756624998,145.8
92.0,Office,12844.495601280001,DOWNTOWN,760.0,Large Office,12355.918513920002,0.0,5154047.0976174995,143.46
55.0,Retail Store,4180.6368,DOWNTOWN,761.0,Retail Store,7721.91487872,,2768305.201455,27.740000000000002
39.0,Retail Store,6834.226331520001,DOWNTOWN,762.0,Retail Store,7205.0952672,,8369877.758684999,62.89
61.0,Office,4172.5542355200005,DOWNTOWN,763.0,Small- and Mid-Sized Office,4758.30790272,654.40901376,2907450.734495,19.21
46.5,Office,34508.834208,DOWNTOWN,764.0,Large Office,45446.49491328,6080.59687104,37271449.42774,326.07
,Office,16964.46671616,DOWNTOWN,765.0,Large Office,20120.10427584,1237.4684928000001,9153974.8756,319.86
13.0,Office,14097.1072896,DOWNTOWN,766.0,Large Office,17574.932592,1174.7589408000001,20075248.05034,132.65
25.0,Office,13516.55619264,DOWNTOWN,767.0,Large Office,27295.19186112,6559.233333120001,18100773.94936,118.93
80.0,Office,8913.30346368,DOWNTOWN,768.0,Large Office,11367.24436224,1442.13388992,5957974.726644999,45.97
88.5,Office,4668.37776,DOWNTOWN,769.0,Small- and Mid-Sized Office,4858.64318592,,2125679.7611149997,13.8
63.5,Office,7622.973141120001,DOWNTOWN,771.0,Large Office,10836.2105856,609.5368454400001,7468516.2618350005,166.085
94.0,Office,91388.44173888,DOWNTOWN,772.0,Large Office,116041.00662720001,27575.0158176,20847122.560919996,271.38
84.5,Office,21140.64417024,DOWNTOWN,774.0,Large Office,21140.64417024,7236.013109054516,9416827.77623,58.195
85.0,Office,156164.15734848002,DOWNTOWN,775.0,Large Office,181367.17274880002,29670.258078720002,98011220.92087999,858.76
16.0,Medical Office,7606.250593920001,EAST,776.0,Medical Office,17497.265650560003,6224.503680000001,9164035.92776,90.81
,College/University,5585.5165708800005,CENTRAL,777.0,University,5585.5165708800005,0.0,757876.139353125,6.58
83.5,Office,7848.54172224,DOWNTOWN,778.0,Small- and Mid-Sized Office,8825.7888,787.2603609600001,4522152.013125,35.435
76.0,Office,19044.47287872,DOWNTOWN,779.0,Large Office,20889.89886528,,17074250.15718,392.69
96.5,Office,31902.903936000002,DOWNTOWN,780.0,Large Office,41459.00353344,10612.96458048,14512989.666359998,95.89500000000001
,Other,5434.82784,GREATER DUWAMISH,782.0,Other,5434.084615680001,,1908013.0361062498,55.035
30.0,Office,4596.19209792,GREATER DUWAMISH,783.0,Small- and Mid-Sized Office,5794.362604800001,966.93484032,4790793.236679999,30.285
82.5,Non-Refrigerated Warehouse,7227.856512,GREATER DUWAMISH,784.0,Warehouse,6809.42121984,0.0,2896221.4671499995,70.175
,Other,4648.49650944,GREATER DUWAMISH,785.0,Other,9208.73513088,4560.23862144,15306610.018599998,179.05
,Other,5647.29709248,GREATER DUWAMISH,786.0,Other,6143.95674432,1282.5264672,6380066.51425,73.37
,Non-Refrigerated Warehouse,9453.070126080002,GREATER DUWAMISH,787.0,Warehouse,10745.90883072,749.54172672,3629996.969835,96.25
,,,GREATER DUWAMISH,790.0,Other,5032.65057984,,1380848.81222,39.08
,Other,14168.735533440002,GREATER DUWAMISH,791.0,Other,13163.06012544,,7195803.56174,46.97
94.5,Office,9409.03408512,GREATER DUWAMISH,792.0,Small- and Mid-Sized Office,8696.653574400001,46.63732608,7072857.4199399995,142.91
70.5,Office,13184.520727680001,GREATER DUWAMISH,793.0,Large Office,14510.34001152,0.0,7267887.898589999,57.715
12.5,Non-Refrigerated Warehouse,5286.182976,GREATER DUWAMISH,794.0,Warehouse,10741.449484800001,,1977575.5817324999,13.07
60.0,Office,22783.541529600003,GREATER DUWAMISH,796.0,Large Office,22124.673169920003,521.74347264,12097484.65948,77.14500000000001
,Distribution Center,6662.820222720001,GREATER DUWAMISH,797.0,Distribution Center,6662.820222720001,,129538.31330365698,0.855
29.5,Non-Refrigerated Warehouse,3177.8413862400002,GREATER DUWAMISH,798.0,Warehouse,5151.473568,1973.63218176,5169349.81974,124.695
33.5,Distribution Center,5109.667200000001,GREATER DUWAMISH,799.0,Distribution Center,5098.5188352000005,,3112156.640875,83.84
80.5,Retail Store,9241.15829184,DELRIDGE,800.0,Retail Store,9522.5616,0.0,8289435.2365149995,156.755
,Parking,21617.1438624,NORTHEAST,801.0,Other,33574.97284992,5891.8178937600005,9678793.3714,116.62
58.0,Supermarket/Grocery Store,2543.87104128,GREATER DUWAMISH,802.0,Supermarket / Grocery Store,4718.0808864,,7935585.25724,185.2
50.0,Office,7574.01323904,Delridge,803.0,Small- and Mid-Sized Office,7908.4641830400005,,21150885.94058,108.2
,Parking,29898.79955712,North,804.0,Other,28173.311395200002,27689.10075072,12249485.57109,110.84
45.5,Distribution Center,26760.534865920003,GREATER DUWAMISH,805.0,Distribution Center,38237.40481536,7774.405096320001,16070366.89754,423.605
,Non-Refrigerated Warehouse,2534.6736403200002,DOWNTOWN,806.0,Mixed Use Property,6811.6508928,2162.50406208,1283408.9437437498,27.785
74.5,Office,13850.07810624,MAGNOLIA / QUEEN ANNE,807.0,Large Office,22546.26716544,7094.44774656,9965814.00392,65.85
82.0,Office,8896.3951104,DOWNTOWN,809.0,Small- and Mid-Sized Office,8896.3951104,,5932521.404145,74.11
68.0,Non-Refrigerated Warehouse,16544.82368448,GREATER DUWAMISH,811.0,Warehouse,16668.01311552,,2997290.9398499997,20.045
,Non-Refrigerated Warehouse,5574.182400000001,GREATER DUWAMISH,812.0,Warehouse,6065.453675520001,464.51520000000005,651503.341621875,4.305
97.5,Non-Refrigerated Warehouse,15310.97841024,Delridge,813.0,Warehouse,15852.23152128,541.25311104,710375.9533868749,4.425000000000001
86.0,Office,20441.73460032,MAGNOLIA / QUEEN ANNE,814.0,Large Office,35443.53169344,15698.56989312,6076179.69257,105.765
91.0,Office,27452.290901760003,DOWNTOWN,815.0,Large Office,38393.48192256,8805.443034240001,14132183.695379999,93.38
57.5,Office,3866.99613696,NORTHEAST,817.0,Mixed Use Property,11371.332096,3102.86863296,5512918.766844999,83.22999999999999
,Retail Store,7949.898938880001,NORTHEAST,819.0,Retail Store,8714.58386112,274.06396800000005,6324095.845015,112.945
,K-12 School,4916.800488960001,CENTRAL,820.0,K-12 School,4916.800488960001,,1006367.39841,13.47
51.0,Non-Refrigerated Warehouse,10450.10555136,GREATER DUWAMISH,821.0,Warehouse,11427.07392,2269.89997632,2980280.735,19.69
91.5,Non-Refrigerated Warehouse,4896.176014080001,GREATER DUWAMISH,822.0,Warehouse,5615.802961920001,719.6269478400001,1153135.8718325,24.24
56.5,Hospital (General Medical & Surgical),152299.11217536,EAST,828.0,Hospital,164063.98154880002,41021.43021504,310544334.68479997,12066.025
,Other,19992.45549888,MAGNOLIA / QUEEN ANNE,829.0,Other,5815.730304000001,,13417172.171029998,385.34000000000003
,Other,2452.640256,EAST,830.0,Mixed Use Property,7191.810132480001,1783.738368,2985965.7939274996,21.3
63.0,Medical Office,13577.779296,EAST,831.0,Medical Office,26887.90493376,12913.522560000001,13113169.820279999,136.35500000000002
30.0,Financial Office,8133.84695808,NORTH,832.0,Other,8385.98580864,,8355604.907004999,53.635000000000005
85.5,Non-Refrigerated Warehouse,8113.408289280001,Ballard,837.0,Warehouse,8113.408289280001,,1280574.9207012497,14.02
54.0,Medical Office,3950.8875820800004,EAST,838.0,Medical Office,7752.57288192,2597.6619014400003,8039895.874259999,231.39
27.0,Hotel,9339.35680512,EAST,839.0,Hotel,13986.0881568,4646.73135168,14971263.41784,459.265
,Other - Entertainment/Public Assembly,12467.309258880001,MAGNOLIA / QUEEN ANNE,841.0,Other,13166.033022720001,539.11634112,20097177.472439997,347.36
25.5,Hotel,8547.07968,MAGNOLIA / QUEEN ANNE,843.0,Hotel,10391.76244224,1858.0608000000002,9954895.18798,273.485
84.0,Non-Refrigerated Warehouse,12340.124997120001,EAST,845.0,Warehouse,12340.124997120001,,1117084.66945625,7.385
1.0,Non-Refrigerated Warehouse,5392.742762880001,DELRIDGE,847.0,Warehouse,6540.374016000001,1147.63125312,15097763.00172,303.94
59.0,Retail Store,12148.651831680001,NORTHWEST,848.0,Retail Store,9460.3165632,,11849840.976279998,279.01
,K-12 School,5142.46197312,CENTRAL,850.0,K-12 School,5142.46197312,,927573.93502,10.295
,College/University,10590.94656,CENTRAL,851.0,University,10590.94656,,7765836.126309999,88.66499999999999
,Other,16781.354824320002,GREATER DUWAMISH,854.0,Other,31407.08041152,4645.152,22242302.253119998,254.77
87.0,Non-Refrigerated Warehouse,13869.773550720001,SOUTHWEST,857.0,Warehouse,14155.171689600002,730.0320883200001,1247590.3820975,16.525
58.0,Medical Office,21958.46963136,CENTRAL,858.0,Medical Office,29816.859075840002,8017.346545920001,26863792.121719997,188.99
,Retail Store,6891.36170112,GREATER DUWAMISH,859.0,Retail Store,6891.36170112,,5941672.20329,129.87
69.5,Medical Office,16513.32955392,EAST,861.0,Medical Office,25560.4133952,,10848972.550590001,71.685
95.0,Non-Refrigerated Warehouse,7465.688294400001,NORTH,864.0,Warehouse,7465.688294400001,,869151.833875,17.665
91.5,K-12 School,5850.568944000001,SOUTHWEST,866.0,K-12 School,5684.086696320001,,3165022.2685299995,96.755
73.0,Supermarket/Grocery Store,4299.5526912000005,EAST,867.0,Supermarket / Grocery Store,11073.113337600002,,10910681.95493,252.885
,Automobile Dealership,4468.914933120001,GREATER DUWAMISH,868.0,Other,4817.580042240001,348.66510912,2054082.92792625,13.780000000000001
12.0,Office,2419.56677376,GREATER DUWAMISH,1280.0,Mixed Use Property,6144.421259520001,1289.8658073600002,6236506.3464049995,41.205
1.0,Office,6079.017519360001,NORTHEAST,1281.0,Large Office,10585.743989760002,,18886550.985559996,126.845
94.0,,,LAKE UNION,19445.0,Mixed Use Property,8647.32206016,,1698390.22042,11.22
86.5,Worship Facility,2064.3055488,NORTHEAST,19461.0,Worship Facility,2064.3055488,,978125.2885649999,29.715
88.0,K-12 School,4733.967306240001,NORTHEAST,19462.0,K-12 School,4341.5448652800005,,2914437.869345,85.9
