OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal(m2),PropertyGFAParking(m2),LargestPropertyUseType,SecondLargestPropertyUseType,ENERGYSTARScore,SourceEUIWN(GJ/m2),SiteEnergyUseWN(GJ),SteamUse(GJ),Electricity(kWh),NaturalGas(GJ),TotalGHGEmissions(MetricTonsCO2e)
20686,NonResidential,Self-Storage Facility,Lake City Mini Storage,98125.0,1453600301,5,NORTH,1988,2.0,2,4679.34031872,0.0,Self-Storage Facility,,,332.17971554991954,959248.88039875,0.0,71875.69922000001,518314.57843,27.799999999999997
20707,NonResidential,Warehouse,Mallory Safety & Supply LLC,98134.0,1722802630,2,GREATER DUWAMISH,1938,1.0,1,2837.7233568,0.0,Non-Refrigerated Warehouse,Office,12.0,1122.5970927212552,2026341.5099924998,0.0,139807.45315000002,1132248.1895999997,60.32
20735,NonResidential,K-12 School,St. Anne School,98112.0,1731800825,7,MAGNOLIA / QUEEN ANNE,1922,1.0,3,3037.09328064,0.0,K-12 School,,99.0,755.7798043103164,1201110.7688575,0.0,135075.64844999998,529172.72842,29.85
20743,NonResidential,Worship Facility,St. Anne Church & Rectory,98119.0,1731801135,7,MAGNOLIA / QUEEN ANNE,1963,1.0,2,2250.76195008,0.0,Worship Facility,,59.5,765.4328985669263,1341091.31594625,0.0,57966.699219999995,902231.92135,46.795
20768,NonResidential,Distribution Center,Dekeriver LLC,98108.0,1753700330,2,GREATER DUWAMISH,1956,1.0,1,2508.3820800000003,0.0,Distribution Center,,60.0,620.0687943042552,778293.03403125,0.0,98164.75,314549.78557,18.17
20811,SPS-District K-12,K-12 School,TOPS K-8,98102.0,1959700005,4,LAKE UNION,1999,1.0,3,8872.333223040001,0.0,K-12 School,,88.0,946.5702111887737,3551775.6127299997,0.0,620798.5625,991247.33355,64.66499999999999
20815,NonResidential,Small- and Mid-Sized Office,SPRAG,98104.0,1959700023,4,LAKE UNION,1957,1.0,2,1967.9650963200002,0.0,Office,Parking,96.5,1131.1145125834514,466766.50643231394,0.0,126426.4492,0.0,3.005
20818,NonResidential,Small- and Mid-Sized Office,Eastlake Professional Center,98102.0,1959700075,4,LAKE UNION,1961,1.0,3,2730.60615168,356.19025536000004,Office,Parking,91.0,972.1225053561218,921342.94848375,0.0,206218.89844999998,88498.4328,9.36
20836,NonResidential,Large Office,Eastlake Center (North & South),98102.0,1959701300,4,LAKE UNION,1985,1.0,5,12796.278923520002,5156.49033216,Office,Parking,61.5,2167.9694311625,5274667.491529999,0.0,1388963.4375,0.0,33.04
20868,NonResidential,Large Office,Stone 34,98103.0,1825049072,4,LAKE UNION,2013,1.0,5,19149.73202304,7365.724623360001,Office,Parking,99.0,615.5261742919822,2382190.696085,0.0,970004.125,758908.3507099999,61.275000000000006
20871,NonResidential,Small- and Mid-Sized Office,The Production Network,98103.0,1825049143,4,LAKE UNION,1900,1.0,2,1904.51232,0.0,Office,,72.0,1618.3113961034749,1126431.70976125,0.0,252384.65625,172427.40073999998,14.685
20885,NonResidential,Senior Care Community,Ballard Center,98117.0,1865400030,6,BALLARD,1966,1.0,2,3217.78969344,2879.99424,Senior Care Community,Parking,5.5,6444.854365064179,12733573.475589998,0.0,1036700.1565,8173747.116219999,436.11
20888,NonResidential,Worship Facility,Assumption Church,98115.0,1868903240,4,NORTHEAST,1930,1.0,2,2370.97848384,0.0,Worship Facility,,83.5,640.5106313756891,668707.3807762499,0.0,103713.85154999999,242304.02453999995,14.665
20890,NonResidential,K-12 School,ASB School,98115.0,1868903240,4,NORTHEAST,1986,1.0,1,2154.4214976000003,0.0,K-12 School,,81.5,1463.862026093624,2007508.293345,0.0,138947.04690000002,1212040.7948099999,64.315
20916,NonResidential,Small- and Mid-Sized Office,St. John Egan Hall,98103.0,1646500985,6,NORTHWEST,1960,1.0,1,1921.04906112,0.0,Office,,97.5,686.5047278633626,1016636.6600668749,0.0,50823.199219999995,667274.2795899999,34.8
20917,NonResidential,K-12 School,St. John School,98103.0,1646501150,6,NORTHWEST,1922,1.0,3,2677.4656128,0.0,K-12 School,,44.0,1597.3017391536055,3265074.5315074995,0.0,197733.29690000002,1994654.76113,105.11
20928,NonResidential,Worship Facility,St. Paul Church & School,98178.0,1686400005,2,SOUTHEAST,1954,1.0,2,2589.76514304,0.0,Worship Facility,,71.0,884.6769061593677,2187043.5014225002,0.0,178566.10155000002,1301418.09259,69.755
20930,SPS-District K-12,K-12 School,Queen Anne Elementary,98109.0,1689400145,7,MAGNOLIA / QUEEN ANNE,1925,1.0,1,4532.646418560001,0.0,K-12 School,,91.5,882.405600582294,1791747.79799125,0.0,256535.54690000002,576624.57945,35.13
20967,SPS-District K-12,K-12 School,Columbia Building,98118.0,1703400755,2,SOUTHEAST,1925,1.0,1,3075.5551392,0.0,K-12 School,,79.0,990.8608480411405,1932579.25097,0.0,134007.39844999998,1345139.77899,70.9
20970,NonResidential,Senior Care Community,Kin On Health Care Center,98118.0,1704900435,2,SOUTHEAST,1966,1.0,2,4541.28640128,671.9676883200001,Senior Care Community,Parking,52.0,3554.6068591289686,7454017.36355,0.0,799546.5625,4177316.46649,229.3
20976,NonResidential,Warehouse,NWCP-SEA Bldg E,98108.0,1722800145,2,GREATER DUWAMISH,1977,1.0,1,2073.5958528,0.0,Non-Refrigerated Warehouse,,64.5,721.1422790901136,476368.77234543895,0.0,123811.39845000001,0.0,2.9450000000000003
20978,NonResidential,Other,Terreno Lucile,98108.0,1722800223,2,GREATER DUWAMISH,1976,1.0,1,4376.1976992,0.0,Manufacturing/Industrial Plant,,,4910.58137133224,10798244.738260001,0.0,1240870.5,6331278.95726,348.22
20979,NonResidential,Small- and Mid-Sized Office,The Hathaway Building,98108.0,1722800285,2,GREATER DUWAMISH,1982,1.0,2,3718.8157881600005,0.0,Office,Non-Refrigerated Warehouse,76.0,1359.3815699104894,1608823.1437225,0.0,388993.20314999996,0.0,9.25
20984,NonResidential,Small- and Mid-Sized Office,Building R,98108.0,1722800585,2,GREATER DUWAMISH,1970,1.0,2,2629.5276441600004,0.0,Office,,67.5,1751.183315802615,1408559.171825,0.0,370908.65625,0.0,8.825
20985,NonResidential,Other,Building Q,98108.0,1722800620,2,GREATER DUWAMISH,1970,1.0,1,2452.640256,0.0,Other - Recreation,Non-Refrigerated Warehouse,,611.551370126562,502493.689965,0.0,139587.04690000002,0.0,3.325
20986,NonResidential,Warehouse,Orcas Maintenance Shop,98108.0,1722800985,2,GREATER DUWAMISH,1968,1.0,1,2571.5561472000004,0.0,Non-Refrigerated Warehouse,Office,,1420.1392617006181,2082830.2136874998,0.0,188069.20315000002,1164703.94532,63.1
20987,NonResidential,Small- and Mid-Sized Office,Building P,98108.0,1722801079,2,GREATER DUWAMISH,1969,1.0,2,2403.5874508800002,0.0,Office,Non-Refrigerated Warehouse,,1797.1774296658427,1924200.95356875,0.0,301473.5,752422.3693599999,45.045
20988,NonResidential,Small- and Mid-Sized Office,Building O,98108.0,1722801080,2,GREATER DUWAMISH,1969,1.0,2,2403.5874508800002,0.0,Office,,44.5,2073.709923808736,2550956.9067425,0.0,286253.5,1372826.66351,75.91499999999999
20989,NonResidential,Warehouse,Building N,98108.0,1722801081,2,GREATER DUWAMISH,1969,1.0,1,1904.51232,0.0,Non-Refrigerated Warehouse,,64.5,375.9025151482965,237816.90384231397,0.0,66062.65039,0.0,1.57
21005,NonResidential,Small- and Mid-Sized Office,4000 aurora building,98103.0,1931300585,4,LAKE UNION,1958,1.0,2,1991.4695654400002,0.0,Office,,94.5,969.2833798438296,615046.10599875,0.0,162198.35155000002,0.0,3.8600000000000003
21023,NonResidential,Mixed Use Property,George Pocock Memorial Rowing Center,98102.0,1959703275,3,NORTHEAST,1998,1.0,1,1879.70720832,0.0,Office,Non-Refrigerated Warehouse,,777.9251270236055,690808.283096875,0.0,98038.05077999999,270643.46366999997,15.96
21057,NonResidential,Small- and Mid-Sized Office,Fremont Space,98103.0,1972201005,6,LAKE UNION,2006,1.0,4,3709.24677504,1151.9976960000001,Office,Parking,,1212.881835032987,1097323.7913037501,0.0,250460.10155000002,155478.91689999998,13.785
21088,NonResidential,Small- and Mid-Sized Office,Northlake Plaza,98103.0,1972202635,4,LAKE UNION,1985,1.0,3,2918.7348076800004,753.4436544,Office,Parking,94.0,1169.7268378807087,1309258.6390974997,0.0,201994.29690000002,448093.47754,27.36
21095,NonResidential,Self-Storage Facility,Belltown Self Storage,98101.0,1977201055,7,DOWNTOWN,1928,1.0,6,4327.4236032,0.0,Self-Storage Facility,,,624.043594267744,859687.2203212499,0.0,216162.89844999998,0.0,5.140000000000001
21097,NonResidential,Retail Store,BERGMAN'S LUGGAGE,98101.0,1977201070,7,DOWNTOWN,1916,1.0,2,2408.0467968000003,0.0,Retail Store,,21.0,651.8671940121658,499816.78846231394,0.0,138843.5,0.0,3.3049999999999997
21102,NonResidential,Retail Store,"SWIFTY PRINTING & DIGITAL IMAGING, INC.",98121.0,1977201135,7,DOWNTOWN,1919,1.0,2,2408.0467968000003,0.0,Retail Store,,91.5,884.1090862809322,1127606.88201189,0.0,267114.7969,147402.4326,13.775
21103,NonResidential,Hotel,Palladian Hotel,98121.0,1977201140,7,DOWNTOWN,1910,1.0,8,5734.06853184,0.0,,,93.0,1753.4545431896952,3131871.4920349997,0.0,742846.375,382446.58927999996,36.92
21108,NonResidential,Small- and Mid-Sized Office,DSHS Belltown Center,98121.0,1977201181,7,DOWNTOWN,1919,1.0,2,2408.0467968000003,0.0,Office,,79.5,1877.8090860680445,1907814.6848262497,0.0,289998.95314999996,669140.6807299999,40.584999999999994
21115,NonResidential,Small- and Mid-Sized Office,Administration - Cassel Crag,98101.0,1978200285,3,EAST,1925,1.0,4,3693.8248704000002,0.0,Office,,91.5,1288.9708453028015,3094952.7006325,1846227.7333875,154777.35155000002,259862.86059,151.82999999999998
21116,NonResidential,Other,Sunset Club,98101.0,1978200290,3,EAST,1920,1.0,3,2877.3000518400004,0.0,Other,,,2261.093316021381,3170804.1292124996,219213.138003657,396646.04689999996,1318767.49923,91.86
21117,NonResidential,Small- and Mid-Sized Office,Administration - Blackford Hall,98101.0,1978200305,3,EAST,1946,1.0,3,2105.83320768,0.0,Office,,1.0,4453.479479443654,4412113.8710125,1571695.64826375,588877.4375,182739.55718,138.195
21119,NonResidential,Warehouse,Canal Building,98103.0,1972202680,6,LAKE UNION,1927,1.0,2,3143.8388736,0.0,Non-Refrigerated Warehouse,Office,,1378.1199301981937,1947474.4561674995,0.0,303991.54689999996,725356.3876499999,43.745000000000005
21125,NonResidential,Small- and Mid-Sized Office,The Peck Building,98103.0,1972202940,6,LAKE UNION,2001,1.0,5,3134.5485696,558.3472704000001,Office,Retail Store,73.5,1948.7876046044025,1422153.4880424999,0.0,395057.59375,0.0,9.395
21129,NonResidential,Retail Store,Dubliner Building,98103.0,1972203060,6,LAKE UNION,1911,1.0,2,1905.9987686400002,0.0,Retail Store,Hotel,98.5,1050.4828648122439,1154455.15842125,0.0,78298.75,756284.41649,39.93
21133,NonResidential,Retail Store,The Fremont Building,98103.0,1972203160,6,LAKE UNION,1906,1.0,3,2552.9755392,0.0,Retail Store,Office,87.0,1434.3349582532496,1311067.8032324999,0.0,364198.95314999996,0.0,8.66
21138,NonResidential,Mixed Use Property,Saturn Building,98103.0,1972203435,6,LAKE UNION,1947,1.0,1,4362.5409523200005,0.0,Office,Parking,93.5,1273.6394654976307,2037406.7814487498,0.0,444399.0,402660.48381999996,30.84
21140,NonResidential,Distribution Center,124N35,98103.0,1972203870,6,LAKE UNION,1984,1.0,1,2464.90345728,0.0,Distribution Center,,4.5,1588.2165343344307,2091200.13655,0.0,242897.85155000002,1074966.87208,59.89
21141,NonResidential,Small- and Mid-Sized Office,FREMONT FOUNDRY,98103.0,1972203920,6,LAKE UNION,1981,1.0,2,2079.9132595200003,0.0,Office,Multifamily Housing,,767.7042042007828,590650.909766875,0.0,129731.89845,108452.78258,8.545
21142,NonResidential,Other,155N35,98103.0,1972204025,6,LAKE UNION,1969,1.0,1,2854.9104192,0.0,Other,,,2387.719155561895,2988654.482455,0.0,488932.65625,970795.5229799999,60.5
21145,NonResidential,Small- and Mid-Sized Office,Fremont West Building,98107.0,1972204350,6,LAKE UNION,1986,1.0,2,3307.3482240000003,0.0,Office,Parking,55.5,1890.8690908507083,2115630.314615,0.0,564882.1875,70550.80713999999,16.990000000000002
21150,NonResidential,Worship Facility,First Free Methodist Church,98119.0,1972204965,7,MAGNOLIA / QUEEN ANNE,1949,1.0,3,5759.98848,0.0,Worship Facility,Other,82.0,536.0301578170004,2345152.814785,0.0,85421.35156499999,1538028.4858399997,79.455
21172,NonResidential,Small- and Mid-Sized Office,101 Nickerson,98109.0,1972205940,7,MAGNOLIA / QUEEN ANNE,1981,1.0,2,2192.5117440000004,0.0,Office,,84.0,1256.03677085978,877007.711723125,0.0,218515.25,0.0,5.195
21177,NonResidential,Small- and Mid-Sized Office,4 Nick,98109.0,1972206360,7,MAGNOLIA / QUEEN ANNE,1986,1.0,3,3722.3461036800004,0.0,Office,,36.0,2228.7271223848,2642198.2317774994,0.0,733971.6875,0.0,17.46
21178,NonResidential,Small- and Mid-Sized Office,6 Nick,98109.0,1972206390,7,MAGNOLIA / QUEEN ANNE,1989,1.0,3,2454.40541376,643.07484288,Office,,70.5,1387.2052048602823,1084256.1478499998,0.0,301193.59375,0.0,7.16
21179,NonResidential,Small- and Mid-Sized Office,2 Nick,98109.0,1972206435,7,MAGNOLIA / QUEEN ANNE,1979,1.0,3,2346.91659648,0.0,Office,,65.0,1610.3617791416402,1381625.9957924997,0.0,309411.15625,225480.03777999996,18.71
21180,NonResidential,Other,"Seventeen Meters, LLC",98103.0,1972206512,6,LAKE UNION,1996,0.0,3,4933.43013312,0.0,Other,,,4482.438632407873,5196878.972789999,0.0,1417968.9375,91493.74814,38.334999999999994
21181,NonResidential,Small- and Mid-Sized Office,Canal Place - 150 Building,98109.0,1972206650,7,MAGNOLIA / QUEEN ANNE,1980,1.0,3,3168.55108224,0.0,Office,,46.0,2258.822018791387,2188352.7649412495,0.0,541226.2969,0.0,12.875
21182,NonResidential,Small- and Mid-Sized Office,Canal Place - 130 Building,98109.0,1972206650,7,MAGNOLIA / QUEEN ANNE,1980,1.0,3,3209.3355168000003,0.0,Office,,18.5,3054.349875260734,3121990.4594874997,0.0,815437.65625,0.0,19.395
21183,NonResidential,Small- and Mid-Sized Office,Canal Place Office Park,98109.0,1972206670,7,MAGNOLIA / QUEEN ANNE,1980,1.0,3,6530.7120998400005,0.0,Office,,86.0,1565.503374651066,3256312.2582075,0.0,823046.0,0.0,19.575000000000003
21192,NonResidential,Distribution Center,Alaska Marine Lines,98106.0,1924049081,1,DELRIDGE,1971,2.0,2,2635.47343872,0.0,Distribution Center,Office,,1304.3022341932297,2011146.2721075,0.0,448279.95314999996,325728.6738,27.060000000000002
21208,NonResidential,Other,Stone Avenue Building,98133.0,1926049122,5,NORTHWEST,1964,1.0,2,8554.5119232,0.0,Other,,,1595.5982886603388,6189515.5565949995,0.0,957586.84375,2546072.37459,150.945
21212,NonResidential,Other,Granite Curling Club,98133.0,1926049180,5,NORTHWEST,1961,1.0,1,1879.98591744,0.0,Other - Recreation,,,2752.2650428302127,2240287.56591125,0.0,358055.54689999996,798176.1013199999,48.695
21213,NonResidential,Small- and Mid-Sized Office,"Cochran, Inc",98133.0,1926049190,5,NORTHWEST,1951,1.0,2,3698.9345376,0.0,Office,Non-Refrigerated Warehouse,66.0,1528.0267063158858,2262009.339015,0.0,435434.75,592245.27028,40.17
21216,Nonresidential COS,Other,Mary's Place (PI Bank),98133.0,1926049218,5,NORTHWEST,1970,1.0,4,2374.32299328,0.0,Residential Care Facility,,,2568.2886742550727,1941740.600715,0.0,526788.5,0.0,12.530000000000001
21218,Nonresidential COS,Other,HLF FFD VMG (A),98133.0,1926049286,5,NORTHWEST,1958,1.0,2,2507.8246617600003,0.0,Other - Services,Office,,2313.901372679161,3634642.1352500003,0.0,264005.14845,2422314.8916499997,128.215
21219,NonResidential,Warehouse,Comcast,98133.0,1926049290,5,NORTHWEST,1972,1.0,1,4469.75106048,0.0,Non-Refrigerated Warehouse,,71.0,1126.571875365973,1604305.77245,0.0,453351.90625,0.0,10.785
21221,NonResidential,Other,(ID#21221) KC Metro Transit North Facilities Maintenance,98133.0,1926049293,5,NORTHWEST,2009,1.0,1,1942.50966336,0.0,Other - Public Services,Parking,,1569.4781223743269,1273830.38371,0.0,191379.45315000002,502784.09523,29.865000000000002
21226,NonResidential,Small- and Mid-Sized Office,Laurel Building,98133.0,1926049335,5,NORTHWEST,2001,1.0,2,3975.5997907200003,1534.57241472,Office,Parking,32.0,2382.608698465981,1852244.2130375,0.0,496041.34375,0.0,11.795
21233,NonResidential,Other,Fitness International North Seattle,98133.0,1926049370,5,NORTHWEST,2007,1.0,2,4180.6368,0.0,Other - Recreation,,,3158.830313841183,6285096.0796449995,0.0,878175.1875,2940802.49992,168.925
21236,NonResidential,Retail Store,PETSMART 0375 (ID21236),98133.0,1926049423,5,NORTHWEST,1998,1.0,1,2426.1628896,0.0,Retail Store,,42.5,1839.7645545291089,1807427.50624,0.0,343208.0,502652.74026,33.465
21237,NonResidential,Retail Store,STAPLES,19582,1926049431,5,NORTHWEST,2001,1,1.0,2201.43043584,0.0,Retail Store,Parking,81.0,1577.427756938847,1558808.9475999998,0.0,246620.0,581006.77116,35.11
21239,NonResidential,Worship Facility,Seattle North,98105.0,1928300405,4,NORTHEAST,1949,1.0,1,2418.5448403200003,0.0,Worship Facility,Parking,83.0,799.5026385462359,1405178.95740875,0.0,94101.0,806650.34324,42.845
21243,NonResidential,K-12 School,"Seattle Country Day School Bldgs 1,2 & 4",98109.0,1929300110,7,MAGNOLIA / QUEEN ANNE,2007,1.0,4,4520.6619264,0.0,K-12 School,,81.0,942.5954286008389,2323182.50911,0.0,243559.79690000002,1112799.74109,61.81
21244,NonResidential,Senior Care Community,Queen Anne Healthcare,98109.0,1929300390,7,MAGNOLIA / QUEEN ANNE,1970,1.0,2,4323.61457856,0.0,Senior Care Community,,76.0,2569.424244509727,5683138.454535,0.0,673628.4375,3074468.57885,170.79
21265,NonResidential,Retail Store,N0030 - Patagonia/DKA,98121.0,1977200735,7,DOWNTOWN,1920,1.0,2,2452.640256,0.0,Retail Store,Office,31.5,1450.8019690707324,1113866.7364562498,0.0,239658.04690000002,209565.51273999998,16.25
21266,NonResidential,Small- and Mid-Sized Office,First & Lenora,98121.0,1977200855,7,DOWNTOWN,1918,1.0,3,3544.0651699200002,0.0,Office,Retail Store,96.5,975.5294594346265,1453552.3374075,0.0,403779.45314999996,0.0,9.605
21270,NonResidential,Mixed Use Property,Rex Land Building (Block 56SE) - SEDO,98109.0,1988201370,7,LAKE UNION,1928,1.0,2,2675.6075520000004,0.0,Non-Refrigerated Warehouse,Office,,404.2939304556568,532038.370291875,0.0,69440.44922000001,204183.12415,11.93
21278,NonResidential,Worship Facility,Church of Scientology Washington State,98119.0,1989200520,7,MAGNOLIA / QUEEN ANNE,1955,1.0,5,2967.7876128000003,0.0,Worship Facility,Parking,4.0,2019.7662446560735,1908675.8116099997,0.0,530207.6875,0.0,12.61
21290,NonResidential,Small- and Mid-Sized Office,Salvation Army NW Div. HQ,98109.0,1989200945,7,MAGNOLIA / QUEEN ANNE,1985,1.0,5,7986.22402752,3070.9099872,Office,Parking,43.0,3033.3401660706363,4748719.02647,0.0,1319138.1875,0.0,31.38
21310,NonResidential,Retail Store,DILLER BUILDING (ID21310),98101.0,1974700170,7,DOWNTOWN,1900,1.0,4,3221.8774272,0.0,Retail Store,,92.0,1009.0313708477235,1370984.1331024999,0.0,228384.25,428494.6829799999,27.005
21313,NonResidential,Worship Facility,Plymouth Congregational Church,98101.0,1975700006,7,DOWNTOWN,1968,1.0,3,6973.11637632,3206.0839104,Worship Facility,,16.0,1595.0304600941258,8189627.615574999,0.0,335170.15625,5897666.70575,304.85
21315,NonResidential,Small- and Mid-Sized Office,1518 Fifith Ave,98101.0,1975700135,7,DOWNTOWN,1903,1.0,3,5362.3634688,0.0,Office,,,48.265428128078476,35897.625205,0.0,9971.949951,0.0,0.24
21317,NonResidential,Retail Store,Coliseum,98101.0,1975700155,7,DOWNTOWN,1915,1.0,1,3391.3325721600004,0.0,Retail Store,,3.5,4496.634450475818,2261618.966815,0.0,583883.6875,135191.69569,20.695
21318,NonResidential,Small- and Mid-Sized Office,Westlake Place,98101.0,1975700195,7,DOWNTOWN,1907,1.0,6,3270.1870080000003,0.0,Office,,7.5,3066.2742575485145,3193098.0745424996,0.0,887004.75,0.0,21.1
21319,NonResidential,Small- and Mid-Sized Office,4th Avenue Building,98101.0,1975700275,7,DOWNTOWN,1907,1.0,5,3329.6449536,0.0,Office,,79.0,1150.988486394347,1934731.4414875,0.0,239344.70315000002,814342.7856999999,46.685
21321,NonResidential,Other,5265050802 - WM1084 Fifth and Union,98101.0,1975700281,7,DOWNTOWN,1941,1.0,2,2408.0467968000003,0.0,Bank Branch,,57.5,2127.653602961399,1462546.1963775,0.0,402832.29689999996,0.0,9.585
21322,NonResidential,Small- and Mid-Sized Office,Fourth and Union,98101.0,1975700290,7,DOWNTOWN,1928,1.0,4,2835.8652960000004,0.0,Office,Retail Store,15.5,4154.8016189782375,3281958.3929225,823110.2353881251,635627.3125,0.0,75.34
21328,NonResidential,Other,Seattle First Hill,98101.0,1978200320,7,EAST,1964,1.0,4,4574.82439872,0.0,Other/Specialty Hospital,,,5360.869424338902,8930208.25526,0.0,2214463.25,950439.7228699999,100.52000000000001
21336,NonResidential,Other,University Club,98104.0,1978200605,3,EAST,1912,0.0,3,1896.24394944,0.0,Social/Meeting Hall,,,2145.824134115062,2294186.558895,0.0,220595.85155000002,1291619.22284,70.265
21351,NonResidential,Medical Office,Swedish Alcoa Building,98122.0,1978201116,3,EAST,1962,1.0,2,2866.5232992,955.5077664,Medical Office,,2.0,3449.558539742079,3451551.2430899995,0.0,449946.90625,1517086.0723699997,87.07
21353,NonResidential,Small- and Mid-Sized Office,FIRST BAPTIST CHURCH,98122.0,1978201205,3,EAST,1910,1.0,3,6832.92568896,0.0,Office,Worship Facility,90.0,846.6323749043465,3543929.395275,0.0,274126.15625,1994884.2366799999,106.94
21364,NonResidential,Other,Pacific Northwest Research,98122.0,1978201421,3,EAST,1988,1.0,5,4253.1011712,1059.094656,Other - Education,Parking,,5993.998206390963,12170976.44637,5471304.035265001,1576130.8125,58103.736789999995,440.695
21365,NonResidential,Medical Office,Northwest Kidney Center (21365),98114.0,1978201435,3,EAST,1963,0.0,3,3633.9024096000003,0.0,Medical Office,,56.5,1958.4406902300182,3488714.67653,0.0,729358.15625,760436.60512,55.625
21366,NonResidential,Other,Town Hall Seattle,98101.0,1979200050,7,EAST,1916,1.0,3,3533.84583552,0.0,Other - Entertainment/Public Assembly,Office,,713.192674847639,1342576.51072,698840.42190625,123066.8008,0.0,54.055
21367,NonResidential,Worship Facility,First Presbyterian Church of Seattle,98104.0,1979200090,7,EAST,1962,1.0,3,3511.3632998400003,0.0,Worship Facility,Parking,51.5,1169.7268463981372,3199780.6927,1560528.0359874999,264211.5,227415.54534999997,131.905
21380,Nonresidential COS,Small- and Mid-Sized Office,System Operations Center,98107.0,1982201065,6,Ballard,1993,1.0,1,2577.50194176,0.0,Office,Other,,6508.451095204913,5342135.94088,0.0,1483982.125,0.0,35.3
21382,NonResidential,Warehouse,Superior Self Storage,98107.0,1982201700,6,BALLARD,1960,1.0,1,3385.7583897600002,0.0,Non-Refrigerated Warehouse,,78.0,178.29817194853257,192176.590832314,0.0,49758.800780000005,0.0,1.1800000000000002
21388,NonResidential,Warehouse,lee warehouse,98107.0,1982203275,6,BALLARD,1950,1.0,1,2559.7574611200002,0.0,Non-Refrigerated Warehouse,,60.0,939.1884398280085,1408014.3652175,0.0,122984.0,760777.3895,41.22
21389,NonResidential,Distribution Center,Double Y Investment Co.,98107.0,1982203385,6,BALLARD,1951,3.0,1,5324.2732224,0.0,Distribution Center,,,606.4409130306478,1567325.7875675,0.0,205063.95315000002,618521.01205,36.015
21391,NonResidential,Mixed Use Property,On Ballard- 425 Westlake,98109.0,1983200005,7,LAKE UNION,1920,1.0,2,2408.0467968000003,0.0,Office,Other - Services,,1384.3660359091045,1281447.38938,0.0,252320.60155000002,251881.33168999996,18.68
21396,NonResidential,Restaurant,Uptown Espresso Building (Block 38W) - SEDO,98109.0,1983200170,7,LAKE UNION,1919,1.0,3,3779.85308544,0.0,Restaurant,,,1143.038912473918,2330612.3735125,0.0,255365.25,1308099.78757,71.92
21397,NonResidential,Retail Store,Guitar Center (Block 38W) - SEDO,98109.0,1983200180,7,LAKE UNION,1964,1.0,2,4205.81352384,0.0,Retail Store,,53.5,1419.0035784480785,3153865.8003249997,0.0,364658.25,1374473.0846399998,77.86500000000001
21398,NonResidential,Small- and Mid-Sized Office,Clements Rice Building (Block 38W) - SEDO,98109.0,1983200196,7,LAKE UNION,1920,1.0,3,2636.5882752,1131.5590272000002,Office,,54.0,1445.1237095287192,1754824.52258375,0.0,261537.85155000002,618750.4876,37.370000000000005
21399,NonResidential,Large Office,Interurban Exchange IV/V & Van Vorst - SEDO,98109.0,1983200290,7,LAKE UNION,2009,1.0,5,47209.6088064,0.0,Office,Parking,77.0,2506.96315446656,29190303.87266,0.0,6503363.0,5704692.01151,441.855
21401,NonResidential,Small- and Mid-Sized Office,511 Boren,98109.0,1983200350,7,LAKE UNION,1926,1.0,3,2431.82997504,0.0,Office,,90.0,1154.9633209953786,1365403.8548212498,0.0,147885.35155,642106.8783499999,35.84
21413,NonResidential,Small- and Mid-Sized Office,Fairview,98109.0,1984200105,3,LAKE UNION,1926,1.0,1,3506.1607296,0.0,Office,Parking,1.0,6594.761106544329,7653961.78415,0.0,2035473.625,445055.43227,70.82
21418,Nonresidential COS,Other,Northwest Rooms,98109.0,1985200003,7,MAGNOLIA / QUEEN ANNE,1961,1.0,1,2415.47904,0.0,Other,,,2626.7749819374367,5229174.8869199995,1806151.8068175,842481.8125,0.0,152.175
21424,NonResidential,Worship Facility,First Church Seattle,98109.0,1985200090,7,MAGNOLIA / QUEEN ANNE,2009,1.0,3,2159.15955264,0.0,Worship Facility,,63.0,856.2854865365105,872979.2618487501,0.0,124092.10154999999,353614.43713,20.75
21425,NonResidential,Other,Pacific Science Center,98109.0,1985200140,7,MAGNOLIA / QUEEN ANNE,1962,1.0,1,14473.829116800001,0.0,Other,,,3809.5617814458383,19836088.104599997,0.0,4503066.75,2597320.3315,237.85500000000002
21432,Nonresidential COS,Other,Fisher Pavilion,98109.0,1985200245,7,MAGNOLIA / QUEEN ANNE,2002,1.0,1,1952.63609472,0.0,Other,,,2776.113860213831,1860633.5226275,202455.4634,456470.34375,0.0,25.67
21433,Nonresidential COS,Other,Chihuly Garden and Glass,98109.0,1985200305,7,MAGNOLIA / QUEEN ANNE,1998,1.0,1,2836.60852032,0.0,Museum,,,4786.794813172959,6539081.200974999,0.0,817333.25,3344887.84227,187.815
21435,NonResidential,Other,space needle,98109.0,1985200495,7,MAGNOLIA / QUEEN ANNE,1961,1.0,2,3156.0091718400004,0.0,Other - Recreation,,,8915.476456655582,20115996.577659998,0.0,2721176.375,9589923.029949998,547.465
21436,Nonresidential COS,Other,Seattle Children's Theatre,98109.0,1985200550,7,MAGNOLIA / QUEEN ANNE,1992,1.0,2,3771.863424,0.0,Other,,,1981.1538328785255,2620866.63305,195133.347,438895.09375,365973.40997,43.14
